juris_id,case_citations
10840,g.r. no. 140752
10840,g.r. no. 156973
10841,g.r. no. 145276
10841,g.r. no. 156015
10842,123 phil. 979
10843,g.r. no. 150751
10843,432 phil. 913
10843,6 phil. 215
10843,380 phil. 196
10843,g.r. no. 150255
10844,g.r. no. 137147
10844,g.r. no. 136308
10844,378 phil. 727
10845,445 phil. 654
10845,g.r. no. 144517
10845,g.r. no. 141255
10845,355 phil. 404
10845,355 phil. 404
10845,g.r. no. 99047
10845,412 phil. 619
10845,16 phil. 315
10846,143 phil. 209
10846,g.r. no. 67787
10846,412 phil. 603
10846,g.r. no. 156804
10846,438 phil. 408
10846,g.r. no. 150798
10848,38 phil. 532
10848,g.r. no. 100113
10849,455 phil. 9
10849,201 phil. 47
10850,453 phil. 927
10850,g.r. no. 136438
10850,g.r. no. 152992
10850,g.r. no. 146364
10850,g.r. no. 57127
10850,419 phil. 288
10850,320 phil. 146
10850,g.r. no. 80638
10851,g.r. no. 153951
10851,g.r. no. 104133
10852,459 phil. 1
10854,g.r. no. 151212
10854,g.r. no. 142403
10854,g.r. no. 115158
10854,g.r. no. 128573
10854,g.r. no. 138201
10854,g.r. no. 136821
10855,390 phil. 11
10855,376 phil. 628
10856,g.r. no. 168237
10856,g.r. no. 101439
10856,g.r. no. 147615
10857,g.r. no. 142913
10857,g.r. no. 106341
10857,354 phil. 463
10857,351 phil. 368
10857,388 phil. 906
10857,422 phil. 334
10857,g.r. no. 143556
10857,g.r. no. 162788
10857,g.r. no. 135441
10857,g.r. no. 143721
10857,g.r. no. 164338
10857,g.r. no. 97218
10857,g.r. no. 154127
10857,g.r. no. 118585
10857,g.r. no. 149840
10857,123 phil. 191
10857,133 phil. 219
10857,440 phil. 1
10858,g.r. no. 126376
10858,g.r. no. 156360
10858,g.r. no. 149
10858,g.r. no. 121979
10859,g.r. no. 76612
10859,g.r. no. 41176
10861,g.r. no. 140256
10861,423 phil. 1020
10861,g.r. no. 157656
10861,g.r. no. 149011
10861,g.r. no. 86010
10861,357 phil. 217
10861,327 phil. 144
10861,463 phil. 821
10862,g.r. no. 58836
10862,g.r. no. 116883
10862,g.r. no. 54177
10862,g.r. no. 159357
10863,28 phil. 608
10864,117 phil. 218
10864,80 phil. 776
10865,g.r. no. 138500
10865,g.r. no. 144755
10865,g.r. no. 141806
10865,g.r. no. 152530
10865,g.r. no. 146823
10865,g.r. no. 141973
10865,g.r. no. 147955
10865,433 phil. 124
10865,121 phil. 889
10866,g.r no. 129401
10866,g.r. no. 112115
10866,g.r. no. 152145
10866,g.r. no. 155080
10866,g.r. no. 151440
10867,g.r. no. 131127
10867,g.r. no. 79937
10867,57 phil. 552
10868,g.r. no. 165751
10868,211 phil. 551
10869,g.r. no. 140436
10869,g.r. no. 156800
10870,113 phil. 144
10870,147 phil. 301
10873,g.r. no. 128959
10873,325 phil. 1053
10873,g.r. no. 135306
10873,463 phil. 510
10873,g.r. no. 142509
10873,g.r. no. 118757
10873,444 phil. 812
10874,59 phil. 303
10874,g.r. no. 154630
10874,g.r. no. 139275
10874,419 phil. 920
10874,327 phil. 272
10874,426 phil. 888
10874,g.r. no. 129416
10874,366 phil. 49
10874,g.r. no. 101262
10874,128 phil. 221
10874,g.r. no. 145017
10874,g.r. no. 153743
10874,g.r. no. 125254
10875,g.r. no. 158190
10875,g.r. no. 158190
10875,g.r. no. 158276
10875,g.r. no. 158190
10875,g.r. no. 158276
10875,g.r. no. 158276
10875,g.r. no. 158276
10875,g.r. no. 147248
10875,g.r. no. 143341
10875,g.r. no. 103560
10875,g.r. no. 119360
10875,g.r. no. 125548
10875,g.r. no. 88710
10875,g.r. no. 100158
10875,g.r. no. 143013
10875,g.r. no. 1120505
10875,g.r. no. 61965
10875,g.r. no. 148508
10876,g.r. no. 139371
10876,448 phil. 171
10876,g.r. no. 97805
10876,g.r. no. 40243
10876,g.r. no. 91279
10876,72 cal. 248
10876,g.r. no. 154187
10876,g.r. no. 156109
10876,401 phil. 590
10876,400 phil. 615
10876,g.r. no. 81123
10876,g.r. no. 18390
10876,g.r. no. 125607
10876,g.r. no. 146082
10877,g.r. no. 124899
10877,g.r. no. 156447
10877,336 phil. 977
10877,338 phil. 546
10877,350 phil. 138
10877,421 phil. 692
10877,425 phil. 511
10877,391 phil. 611
10877,g.r. no. 132635
10877,352 phil. 866
10877,357 phil. 1010
10878,386 phil. 431
10879,415 phil. 587
10879,g.r. no. 72275
10879,g.r. no. 156168
10881,437 phil. 452
10881,g.r. no. 49188
10882,g.r. no. 155138
10883,g.r. no. 78173
10883,453 phil. 910
10884,g.r. no. 168237
10884,g.r. no. 159723
10884,g.r. no. 149679
10885,392 phil. 24
10885,417 phil. 770
10885,424 phil. 105
10885,368 phil. 19
10886,g.r. no. 129426
10887,g.r. no. 143616
10887,g.r. no. 111480
10887,g.r. no. 160748
10887,g.r. no. 158693
10887,g.r. no. 127553
10887,g.r. no. 119509
10887,g.r. no. 121806
10887,g.r. no. 115491
10887,390 phil. 1228
10888,g.r. no. 109149
10888,g.r. no. 27654
10889,g.r. no. 150656
10889,g.r. no. 127692
10889,g.r. no. 140244
10889,g.r. no. 152776
10889,g.r. no. 145370
10889,g.r. no. 131482
10889,g.r. no. 78252
10890,453 phil. 115
10890,322 phil. 280
10890,321 phil. 619
10890,444 phil. 721
10891,g.r. no. 156978
10891,g.r. no. 167270
10891,140 phil. 509
10891,349 phil. 942
10891,g.r. no. 124642
10892,g.r. no. 160929
10894,g.r. no. 167693
10894,g.r. no. 147678
10894,g.r. no. 132238
10894,g.r. no. 142416
10894,g.r. no. 127023
10894,g.r. no. 110554
10894,g.r. no. 139833
10894,g.r. no. 141773
10894,g.r. no. 126286
10894,g.r. no. 120160
10894,g.r. no. 130931
10894,g.r. no. 140402
10894,g.r. no. 143790
10895,432 phil. 840
10895,324 phil. 698
10895,412 phil. 419
10896,g.r. no. 141484
10896,g.r. no. 78936
10896,43 phil. 167
10896,g.r. no. 125901
10896,g.r. no. 126515
10896,g.r. no. 130768
10897,356 phil. 606
10897,g.r. no. 157536
10897,g.r. no. 123586
10897,g.r. no. 143230
10897,40 phil. 10
10898,426 phil. 385
10898,452 phil. 972
10899,47 phil. 543
10899,g.r. no. 36378
10899,g.r. no. 127882
10899,451 phil. 683
10899,42 phil. 702
10900,g.r. no. 102606
10900,395 phil. 115
10900,g.r. no. 158149
10900,431 phil. 438
10900,391 phil. 636
10900,310 phil. 623
10900,33 phil. 177
10900,g.r. no. 128690
10900,424 phil. 446
10900,g.r. no. 146608
10901,445 phil. 832
10901,g.r. no. 53515
10901,102 phil. 958
10901,g.r. no. 144412
10901,362 phil. 383
10902,g.r. no. 156128
10902,g.r. no. 158195
10902,56 phil. 260
10903,g.r. no. 141880
10903,g.r. no. 144273
10903,g.r. no. 146061
10903,g.r. no. 127079
10903,g.r. no. 146262
10904,445 phil. 772
10904,g.r. no. 102557
10904,g.r. no. 42108
10904,g.r. no. 131520
10904,g.r. no. 156705
10904,g.r. no. 134166
10905,g.r. no. 145874
10905,368 phil. 374
10905,g.r. no. 108734
10905,g.r. no. 101699
10905,g.r. no. 131673
10905,g.r. no. 121315
10905,g.r. no. 89561
10906,g.r. no. 99039
10906,g.r. no. 102467
10906,g.r. no. 106648
10906,g.r. no. 106153
10906,g.r. no. 120043
10906,g.r. no. 108713
10906,g.r. no. 119617
10907,g.r. no. 128425
10907,g.r. no. 156810
10907,g.r. no. 120507
10907,69 phil. 485
10908,336 phil. 949
10908,g.r. no. 161693
10908,g.r. no. 147756
10908,g.r. no. 138336
10908,g.r. no. 164338
10909,63 phil. 139
10909,45 phil. 256
10910,143 phil. 401
10910,125 phil. 204
10910,370 phil. 18
10910,g.r. no. 151235
10910,g.r. no. 77744
10910,204 phil. 126
10910,g.r. no. 76386
10911,g.r. no. 87675
10911,136 phil. 301
10911,g.r. no. 88694
10911,g.r. no. 100401
10911,g.r. no. 130087
10911,336 phil. 824
10911,g.r. no. 96825
10912,g.r. no. 156685
10912,435 phil. 695
10912,393 phil. 739
10913,84 phil. 569
10913,312 phil. 904
10915,g.r. no. 150111
10915,g.r. no. 151944
10915,g.r. no. 127932
10916,g.r. no. 151963
10916,441 phil. 47
10916,g.r. no. 147549
10916,g.r. no. 152992
10916,g.r. no. 158166
10916,449 phil. 25
10916,g.r. no. 158227
10916,g.r. no. 158149
10916,443 phil. 337
10916,457 phil. 603
10916,456 phil. 686
10916,g.r. no. 96644
10916,345 phil. 582
10917,g.r. no. 25649
10918,g.r. no. 147678
10918,g.r. no. 137480
10918,426 phil. 19
10918,455 phil. 876
10918,g.r. no. 150501
10918,455 phil. 876
10918,g.r. no. 148804
10918,443 phil. 369
10918,g.r. no. 132125
10918,g.r. no. 167147
10918,g.r. no. 169077
10918,437 phil. 424
10919,442 phil. 307
10919,140 phil. 353
10919,142 phil. 1
10919,418 phil. 346
10920,g.r. no. 159890
10920,125 phil. 817
10920,99 phil. 408
10920,g.r. no. 152459
10920,330 phil. 518
10920,g.r. no. 66890
10920,g.r. no. 79090
10920,g.r. no. 93322
10920,g.r. no. 82511
10920,389 phil. 118
10920,438 phil. 756
10921,g.r. no. 151857
10922,g.r. no. 146202
10922,49 phil. 824
10922,401 phil. 776
10923,g.r. no. 123686
10923,g.r. no. 131109
10923,g.r. no. 138900
10923,g.r. no. 116526
10924,g.r. no. 132422
10924,417 phil. 798
10924,392 phil. 797
10927,456 phil. 507
10927,g.r. no. 150610
10927,g.r. no. 140078
10928,g.r. no. 123648
10930,g.r. no. 151298
10930,g.r. no. 138874
10931,g.r. no. 82475
10931,g.r. no. 164797
10931,g.r. no. 143230
10931,g.r. no. 157605
10931,g.r. no. 163338
10931,g.r. no. 114275
10931,g.r. no. 122181
10931,g.r. no. 157616
10932,411 phil. 369
10932,g.r. no. 103558
10932,g.r. no. 45828
10933,g.r. no. 146710
10933,8 phil. 146
10933,327 phil. 780
10933,g.r. no. 151259
10935,g.r. no. 143154
10935,g.r. no. 143154
10935,g.r. no. 143154
10935,g.r. no. 143154
10935,326 phil. 134
10935,g.r. no. 88550
10935,319 phil. 312
10935,323 phil. 657
10936,g.r. no. 134971
10936,387 phil. 314
10937,455 phil. 999
10937,389 phil. 372
10937,431 phil. 597
10937,453 phil. 467
10937,391 phil. 126
10938,g.r. no. 130684
10938,g.r. no. 148923
10939,107 phil. 849
10939,g.r. no. 104216
10939,436 phil. 689
10939,g.r. no. 143366
10940,329 phil. 875
10940,g.r. no. 147607
10940,g.r. no. 140657
10940,g.r. no. 129651
10940,g.r. no. 81756
10940,g.r. no. 140946
10940,214 phil. 332
10940,126 phil. 885
10940,135 phil. 329
10941,g.r. no. 167693
10941,g.r. no. 147678
10941,g.r. no. 149370
10941,g.r. no. 148804
10941,323 phil. 412
10941,376 phil. 453
10941,432 phil. 414
10941,422 phil. 563
10941,g.r. no. 170236
10941,g.r. no. 171271
10941,g.r. no. 158797
10941,g.r. no. 146854
10941,437 phil. 424
10942,g.r. no. 81389
10942,354 phil. 211
10942,456 phil. 755
10942,g.r. no. 138298
10942,g.r. no. 146996
10942,355 phil. 191
10942,g.r. no. 135433
10942,g.r. no. 134971
10942,g.r. no. 91925
10942,g.r. no. 133197
10942,355 phil. 181
10942,328 phil. 210
10942,441 phil. 226
10942,g.r. no. 87110
10942,g.r. no. 93401
10942,355 phil. 181
10943,g.r. no. 148056
10943,415 phil. 94
10943,g.r. no. 156685
10943,g.r. no. 153526
10944,g.r. no. 158568
10945,g.r. no. 147678
10945,g.r. no. 131035
10945,g.r. no. 171087
10945,g.r. no. 137542
10945,g.r. no. 148627
10945,g.r. no. 139697
10945,g.r. no. 139697
10945,g.r. no. 155256
10945,396 phil. 366
10945,442 phil. 394
10945,g.r. no. 129933
10945,g.r. no. 171271
10946,312 phil. 405
10946,343 phil. 478
10946,g.r. no. 168194
10946,346 phil. 524
10946,g.r. no. 155098
10947,g.r. no. 118120
10948,103 phil. 1051
10948,g.r. no. 109645
10948,361 phil. 566
10948,98 phil. 52
10948,349 phil. 187
10948,g.r. no. 104019
10948,422 phil. 405
10949,390 phil. 601
10949,344 phil. 723
10949,457 phil. 868
10949,g.r. no. 147070
10949,371 phil. 192
10950,g.r. no. 141116
10950,g.r. no. 143604
10950,g.r. no. 170695
10950,g.r. no. 143574
10950,g.r. no. 168498
10951,g.r. no. 161720
10951,342 phil. 567
10951,g.r. no. 159571
10952,g.r. no. 170301
10952,g.r. no. 170232
10952,g.r. no. 170232
10952,392 phil. 606
10952,g.r. no. 170232
10952,128 phil. 490
10952,130 phil. 471
10952,402 phil. 271
10952,g.r. no. 158543
10952,g.r. no. 76372
10952,428 phil. 32
10952,369 phil. 269
10952,354 phil. 252
10952,g.r. no. 166273
10952,336 phil. 33
10954,430 phil. 848
10954,381 phil. 7
10954,g.r. no. 109645
10954,368 phil. 412
10954,g.r. no. 139518
10955,388 phil. 146
10955,331 phil. 795
10955,g.r. no. 107349
10955,439 phil. 1
10955,g.r. no. 75700
10955,366 phil. 646
10956,g.r. no. 143258
10956,g.r. no. 165491
10956,g.r. no. 124067
10956,g.r. no. 121234
10956,g.r. no. 113216
10957,g.r. no. 82586
10957,g.r. no. 121662
10957,1 phil. 284
10957,g.r. no. 79307
10957,g.r. no. 129680
10957,g.r. no. 128661
10957,g.r. no. 138081
10958,g.r no. 89757
10958,g.r. no. 92735
10958,g.r. no. 116940
10958,g.r. no. 136371
10958,g.r. no. 89757
10958,g.r. no. 127897
10958,g.r. no. 150751
10959,g.r. no. 124540
10959,g.r. no. 103560
10961,g.r. no. 144694
10961,g.r. no. 144694
10961,356 phil. 787
10961,398 phil. 441
10961,390 phil. 852
10961,390 phil. 236
10961,416 phil. 580
10961,g.r. no. 154415
10961,348 phil. 303
10962,g.r. no. 151963
10962,335 phil. 1163
10962,400 phil. 838
10962,425 phil. 511
10962,g.r. no. 132635
10962,352 phil. 866
10962,357 phil. 1010
10962,g.r. no. 146523
10962,366 phil. 439
10963,319 phil. 246
10964,g.r. no. 122728
10964,g.r. no. 163123
10964,412 phil. 491
10965,323 phil. 772
10965,330 phil. 850
10966,433 phil. 173
10966,g.r. no. 137619
10967,g.r. no. 147678
10967,g.r. no. 133789
10967,420 phil. 591
10967,g.r. no. 150050
10967,439 phil. 561
10967,434 phil. 148
10968,g.r. no. 112734
10968,333 phil. 331
10968,g.r. no. 132197
10969,360 phil. 891
10969,g.r. no. 150913
10970,g.r. no. 134757
10970,g.r. no. 150224
10970,g.r. no. 134633
10970,g.r no. 147231
10970,g.r. no. 144405
10970,g.r. no. 138937
10970,g.r. no. 118912
10971,g.r. no. 34341
10972,353 phil. 45
10972,357 phil. 511
10972,g.r. no. 161158
10972,g.r. no. 101619
10972,398 phil. 158
10972,355 phil. 759
10975,g.r. no. 136921
10977,354 phil. 948
10977,32 phil. 520
10977,g.r. no. 164171
10977,345 phil. 962
10977,130 phil. 415
10977,g.r. no. 93833
10979,g.r. no. 130991
10981,g.r. no. 156786
10981,g.r. no. 133004
10981,g.r. no. 130531
10981,g.r. no. 139697
10981,g.r. no. 146810
10981,g.r. no. 144599
10981,g.r. no. 127492
10981,g.r. no. 154348
10981,g.r. no. 147231
10981,g.r. no. 144405
10981,g.r. no. 118912
10981,g.r. no. 134633
10981,g.r. no. 124388
10981,g.r. no. 138937
10981,g.r. no. 140267
10981,g.r. no. 130684
10981,g.r. no. 148939
10982,345 phil. 1977
10982,450 phil. 370
10982,324 phil. 330
10982,g.r. no. 153832
10982,344 phil. 268
10982,348 phil. 580
10982,g.r. no. 120969
10982,401 phil. 605
10982,g.r. no. 152427
10982,g.r. no. 102973
10982,414 phil. 329
10982,353 phil. 148
10983,392 phil. 284
10983,430 phil. 475
10983,403 phil. 465
10983,402 phil. 584
10985,g.r. no. 162580
10985,378 phil. 182
10985,382 phil. 522
10986,g.r. no. 119509
10986,g.r. no. 119253
10986,g.r. no. 117742
10986,g.r. no. 113911
10986,g.r. no. 148410
10986,g.r. no. 152322
10987,g.r. no. 163741
10987,g.r. no. 140946
10987,329 phil. 875
10987,g.r. no. 142915
10987,g.r. no. 104879
10987,440 phil. 712
10987,g.r. no. 50025
10987,443 phil. 521
10988,g.r. no. 43186
10988,311 phil. 60
10988,344 phil. 207
10988,g.r. no. 141332
10988,27 phil. 52
10988,325 phil. 1053
10988,g.r. no. 118757
10988,g.r. no. 47971
10988,g.r. no. 145498
10988,g.r. no. 138386
10988,359 phil. 187
10988,394 phil. 844
10988,g.r. no. 159418
10989,g.r. no. 147081
10989,g.r. no. 167748
10989,g.r. no. 146501
10989,g.r. no. 139913
10989,g.r. no. 152564
10989,g.r. no. 132048
10990,396 phil. 756
10991,g.r. no. 118436
10991,g.r. no. 133168
10992,g.r. no. 107314
10992,412 phil. 137
10992,g.r. no. 115741
10992,370 phil. 837
10992,342 phil. 206
10992,350 phil. 1
10993,450 phil. 48
10993,415 phil. 713
10993,459 phil. 224
10993,398 phil. 51
10993,399 phil. 728
10993,421 phil. 664
10993,455 phil. 28
10995,g.r. no. 76490
10995,g.r. no. 148627
10996,448 phil. 37
10997,g.r. no. 167693
10997,g.r. no. 147678
10997,g.r. no. 128363
10997,g.r. no. 134573
10997,g.r. no. 169077
10997,363 phil. 1
10997,350 phil. 129
10997,g.r. no. 149366
10997,426 phil. 19
10997,389 phil. 601
10997,g.r. no. 120921
10997,320 phil. 60
10997,368 phil. 676
10997,g.r. no. 80102
10997,g.r. no. 168168
10997,g.r. no. 132124
10997,g.r. no. 154917
10997,g.r. no. 152624
10997,g.r. no. 138742
10997,426 phil. 739
10997,439 phil. 492
10997,g.r. no. 168737
10997,g.r. no. 136742
10997,g.r. no. 170236
10998,g.r. no. 147912
10998,g.r. no. 149539
10998,g.r. no. 114683
10999,g.r. no. 154391
10999,g.r. no. 134241
10999,g.r. no. 142383
10999,g.r. no. 104828
10999,g.r. no. 143584
10999,g.r. no. 146364
10999,361 phil. 499
11000,g.r. no. 131457
11000,g.r. no. 121159
11000,g.r. no. 131457
11000,g.r. no. 161608
11001,349 phil. 714
11001,346 phil. 742
11001,425 phil. 20
11002,g.r. no. 158971
11002,g.r. no. 128967
11002,g.r. no. 126561
11003,g.r. no. 152619
11003,g.r. no. 92605
11003,g.r. no. 152870
11003,g.r. no. 152870
11003,g.r. no. 152870
11003,g.r. no. 152619
11003,g.r. no. 152613
11003,g.r. no. 152870
11003,g.r. no. 149281
11003,g.r. no. 126850
11003,g.r. no. 123560
11003,g.r. no. 152537
11003,338 phil. 795
11003,315 phil. 107
11003,380 phil. 60
11003,430 phil. 882
11003,310 phil. 113
11003,429 phil. 668
11004,g.r. no. 155264
11004,g.r. no. 150321
11004,g.r. no. 139068
11004,446 phil. 473
11004,g.r. no. 167136
11004,g.r. no. 140086
11004,g.r. no. 130244
11004,g.r. no. 135925
11004,g.r. no. 142362
11004,445 phil. 656
11005,g.r. no. 54344
11005,446 phil. 710
11005,393 phil. 739
11006,g.r. no. 118375
11006,g.r. no. 138348
11006,441 phil. 47
11006,g.r. no. 156360
11006,g.r. no. 150755
11006,341 phil. 656
11007,g.r. no. 141735
11007,g.r. no. 135721
11007,g.r. no. 147205
11007,435 phil. 83
11007,g.r. no. 140086
11007,g.r. no. 140086
11008,342 phil. 219
11008,456 phil. 920
11009,g.r. no. 166178
11009,441 phil. 551
11009,g.r. no. 147570
11010,g.r. no. 144458
11010,357 phil. 262
11010,323 phil. 575
11010,414 phil. 786
11010,g.r. no. 90856
11011,389 phil. 730
11011,g.r. no. 163088
11012,g.r. no. 150936
11012,g.r. no. 113194
11012,433 phil. 106
11012,452 phil. 649
11012,g.r. no. 150936
11012,g.r. no. 160890
11012,g.r. no. 155065
11013,g.r. no. 153686
11013,387 phil. 872
11013,g.r. no. 101978
11013,g.r. no. 107110
11013,g.r. no. 105607
11013,g.r. no. 140232
11013,362 phil. 646
11013,423 phil. 709
11013,367 phil. 703
11014,g.r. no. 113890
11014,g.r. no. 93783
11015,g.r. no. 108998
11015,g.r. no. 155012
11015,g.r. no. 160421
11015,g.r. no. 146527
11015,g.r. no. 108998
11015,g.r. no. 132963
11015,g.r. no. 158449
11016,g.r. no. 139599
11017,83 phil. 17
11018,g.r. no. 149628
11018,g.r. no. 152230
11019,g.r. no. 156748
11019,g.r. no. 153859
11019,g.r. no. 114280
11019,g.r. no. 148492
11019,g.r. no. 110524
11019,g.r. no. 146530
11019,g.r. no. 148241
11019,g.r. no. 145496
11019,g.r. no. 125027
11021,g.r. no. 109149
11021,433 phil. 138
11022,319 phil. 246
11022,115 phil. 813
11022,g.r. no. 150106
11022,g.r. no. 151342
11022,g.r. no. 144244
11022,437 phil. 274
11022,g.r. no. 147081
11022,g.r. no. 145470
11023,g.r. no. 149629
11024,g.r. no. 138874
11025,349 phil. 16
11025,111 phil. 569
11026,333 phil. 331
11027,g.r. no. 138955
11028,38 phil. 330
11028,g.r. no. 158495
11028,2 phil. 353
11028,59 phil. 339
11028,60 phil. 515
11028,73 phil. 407
11029,g.r. no. 139278
11029,g.r. no. 167631
11029,357 phil. 536
11029,389 phil. 87
11029,g.r. no. 49475
11029,360 phil. 122
11029,449 phil. 824
11029,356 phil. 826
11030,g.r. no. 147043
11030,319 phil. 510
11030,322 phil. 709
11030,350 phil. 412
11030,350 phil. 882
11030,447 phil. 419
11030,429 phil. 607
11030,91 phil. 640
11031,g.r. no. 147205
11031,g.r. no. 152992
11031,413 phil. 58
11031,g.r. no. 144638
11031,435 phil. 83
11032,g.r. no. 138500
11032,g.r. no. 154305
11032,g.r. no. 141538
11032,g.r. no. 157603
11032,g.r. no. 162371
11032,g.r. no. 143721
11032,329 phil. 613
11032,14 phil. 128
11032,g.r. no. 157845
11032,g.r. no. 158166
11034,342 phil. 12
11034,351 phil. 1
11034,392 phil. 675
11034,387 phil. 644
11036,g.r. no. 143676
11037,127 phil. 1
11037,430 phil. 832
11037,g.r. no. 83896
11037,112 pac. 801
11038,326 phil. 31
11039,g.r. no. 131502
11040,334 phil. 932
11040,436 phil. 698
11040,446 phil. 23
11040,436 phil. 255
11040,353 phil. 897
11040,317 phil. 897
11040,403 phil. 31
11041,g.r. no. 160723
11041,g.r. no. 116526
11041,g.r. no. 160723
11042,378 phil. 727
11042,415 phil. 645
11042,379 phil. 468
11043,134 phil. 338
11043,92 phil. 558
11043,134 phil. 338
11045,g.r. no. 119990
11045,356 phil. 787
11045,357 phil. 430
11045,g.r. no. 162214
11046,g.r. no. 96283
11046,363 phil. 437
11046,g.r. no. 156264
11046,447 phil. 705
11047,g.r. no. 126568
11047,g.r. no. 119652
11048,g.r. no. 144291
11048,g.r. no. 120004
11049,g.r. no. 154187
11049,g.r. no. 139337
11049,g.r. no. 142286
11050,320 phil. 344
11050,g.r. no. 83583
11050,g.r. no. 88983
11051,g.r. no. 101976
11051,g.r. no. 111107
11052,49 phil. 843
11054,379 phil. 116
11054,387 phil. 337
11055,g.r. no. 154407
11055,g.r. no. 143994
11057,153 f. 643
11057,g.r. no. 115218
11057,g.r. no. 145422
11057,g.r. no. 162822
11057,g.r. no. 100801
11058,g.r. no. 100482
11058,g.r. no. 87297
11058,414 phil. 714
11058,386 phil. 669
11058,383 phil. 456
11058,g.r. no. 152494
11058,380 phil. 44
11058,g.r. no. 155278
11058,g.r. no. 157634
11058,g.r. no. 109979
11058,g.r. no. 148532
11058,g.r. no. 115394
11058,338 phil. 681
11058,g.r. no. 154368
11058,g.r. no. 158753
11058,451 phil. 254
11058,g.r. no. 154368
11059,g.r. no. 162994
11059,g.r. no. 118978
11059,g.r. no. 82976
11059,g.r. no. 140189
11060,g.r. no. 90964
11060,g.r. no. 143013
11060,g.r. no. 127086
11060,g.r. no. 96439
11060,g.r. no. 149610
11060,70 phil. 726
11061,g.r. no. 125041
11061,449 phil. 396
11061,403 phil. 326
11061,g.r. no. 146523
11061,g.r. no. 127473
11061,326 phil. 169
11062,g.r. no. 164798
11063,402 phil. 404
11063,335 phil. 194
11063,437 phil. 580
11064,g.r. no. 147678
11064,g.r. no. 133006
11064,g.r. no. 144317
11064,439 phil. 561
11064,441 phil. 62
11064,g.r. no. 133006
11064,g.r. no. 148850
11064,425 phil. 96
11066,g.r. no. 138660
11066,g.r. no. 162704
11066,416 phil. 226
11066,459 phil. 728
11066,g.r. no. 76562
11066,g.r. no. 138480
11066,379 phil. 251
11067,g.r. no. 142030
11067,g.r. no. 135441
11067,438 phil. 375
11067,365 phil. 105
11067,g.r. no. 139360
11068,375 phil. 1078
11068,390 phil. 673
11068,g.r. no. 101127
11068,g.r. no. 149276
11068,g.r. no. 128859
11068,85 phil. 651
11069,385 phil. 720
11069,463 phil. 385
11069,g.r. no. 159831
11070,345 phil. 250
11071,g.r. no. 107967
11071,g.r. no. 153119
11071,432 phil. 895
11071,192 phil. 198
11071,444 phil. 721
11072,g.r. no. 149449
11072,g.r. no. 152878
11072,g.r. no. 101431
11072,g.r. no. 129017
11072,g.r. no. 141863
11072,14 phil. 588
11073,50 phil. 791
11073,g.r. no. 133698
11073,g.r. no. 94033
11075,379 phil. 251
11075,421 phil. 176
11075,353 phil. 796
11075,393 phil. 669
11075,333 phil. 175
11075,431 phil. 217
11075,369 phil. 470
11075,399 phil. 578
11075,451 phil. 472
11076,386 phil. 221
11076,374 phil. 1
11077,312 phil. 111
11077,315 phil. 305
11077,447 phil. 86
11077,371 phil. 131
11078,g.r. no. 146653
11078,g.r. no. 139371
11078,g.r. no. 117650
11078,g.r. no. 144134
11078,g.r. no. 150092
11078,g.r. no. 143204
11078,g.r. no. 141464
11078,g.r. no. 146118
11079,443 phil. 866
11079,350 phil. 245
11079,g.r. no. 158922
11080,g.r. no. 160324
11080,443 phil. 753
11081,g.r. no. 167968
11081,436 phil. 219
11081,g.r. no. 74075
11081,426 phil. 290
11081,g.r. no. 159467
11082,g.r. no. 58879
11082,206 phil. 61
11082,g.r. no. 144665
11083,g.r. no. 122767
11083,g.r. no. 112550
11083,g.r. no. 141183
11084,331 phil. 3348
11084,331 phil. 998
11084,g.r. no. 144699
11084,331 phil. 998
11085,413 phil. 13
11087,g.r. no. 123553
11087,g.r. no. 141863
11087,g.r. no. 150798
11087,80 phil. 397
11087,g.r. no. 140576
11087,g.r. no. 72424
11087,g.r. no. 108619
11087,g.r. no. 140954
11087,g.r. no. 134230
11088,g.r. no. 154239
11088,g.r. no. 162187
11088,347 phil. 701
11088,g.r. no. 150185
11088,g.r. no. 150869
11088,g.r. no. 132422
11089,g.r. no. 147678
11089,g.r. no. 139400
11089,g.r. no. 121098
11089,g.r. no. 124097
11089,g.r. no. 168101
11089,366 phil. 663
11089,g.r. no. 168168
11089,g.r. no. 130599
11089,g.r. no. 139626
11089,g.r. no. 133796
11090,g.r. no. 155838
11091,g.r. no. 160391
11091,g.r. no. 151298
11091,417 phil. 218
11091,414 phil. 603
11092,458 phil. 401
11092,g.r. no. 157752
11092,350 phil. 35
11092,g.r. no. 152881
11092,432 phil. 895
11092,g.r. no. 158015
11092,g.r. no. 125340
11092,387 phil. 706
11092,g.r. no. 151849
11093,g.r. no. 152568
11093,g.r. no. 144560
11094,373 phil. 483
11095,38 phil. 177
11096,g.r. no. 154415
11096,g.r. no. 157447
11096,411 phil. 552
11096,230 phil. 590
11096,381 phil. 90
11096,g.r. no. 141007
11096,g.r. no. 68946
11096,417 phil. 324
11096,g.r. no. 143254
11096,g.r. no. 156973
11096,376 phil. 825
11096,370 phil. 907
11096,g.r. no. 129977
11096,g.r. no. 151440
11097,214 phil. 593
11097,443 phil. 385
11099,g.r. no. 49454
11099,419 phil. 241
11100,349 phil. 520
11100,349 phil. 7
11101,g.r. no. 147678
11101,442 phil. 293
11101,418 phil. 209
11101,g.r. no. 146803
11101,g.r. no. 142431
11101,455 phil. 688
11101,g.r. no. 121997
