juris_id,case_citations
37898,g.r. no. 159699
37898,g.r. no. 163996
37898,g.r. no. 163108
37898,g.r. no. 166273
37898,g.r. no. 160560
37898,g.r. no. 140929
37899,357 phil. 511
37900,g.r. no. 126850
37900,220 phil. 507
37900,g.r. no. 138660
37900,459 phil. 728
37900,g.r. no. 165734
37900,g.r. no. 156829
37900,446 phil. 53
37900,401 phil. 618
37900,455 phil. 750
37900,g.r. no. 139303
37900,9 phil. 22
37900,g.r. no. 101451
37900,428 phil. 696
37900,22 phil. 29
37900,g.r. no. 154684
37901,g.r. no. 115008
37901,g.r. no. 161950
37902,450 phil. 14
37902,g.r. no. 148105
37902,319 phil. 622
37903,g.r. no. 159314
37904,453 phil. 1013
37905,g.r. no. 168380
37905,g.r. no. 170602
37905,g.r. no. 170602
37905,g.r. no. 168380
37905,g.r. no. 80879
37905,g.r. no. 41213
37905,80 phil. 556
37905,102 phil. 944
37905,g.r. no. 164317
37905,g.r. no. 158613
37905,g.r. no. 166824
37905,g.r. no. 164715
37905,g.r. no. 153524
37905,104 phil. 392
37906,434 phil. 28
37906,g.r. no. 158917
37906,417 phil. 378
37906,448 phil. 823
37906,g.r. no. 146137
37906,g.r. no. 131394
37906,386 phil. 412
37906,g.r. no. 159962
37906,g.r. no. 147205
37907,g.r. no. 68037
37908,433 phil. 463
37908,391 phil. 303
37908,139 phil. 265
37908,g.r. no. 116216
37908,g.r. no. 155110
37908,g.r. no. 137013
37908,g.r. no. 129247
37908,461 phil. 437
37908,g.r. no. 152992
37908,g.r. no. 77647
37908,385 phil. 1200
37908,357 phil. 578
37908,460 phil. 818
37908,197 phil. 196
37909,424 phil. 772
37909,397 phil. 955
37909,g.r. no. 93365
37909,415 phil. 665
37909,g.r. no. 144103
37909,g.r. no. 143188
37909,g.r. no. 154391
37909,348 phil. 813
37909,g.r. no. 162593
37909,g.r. no. 155133
37910,g.r. no. 96895
37910,g.r. no. 113542
37910,g.r. no. 148105
37910,332 phil. 384
37910,g.r. no. 119935
37910,344 phil. 181
37910,g.r. no. 111173
37911,g.r. no. 42108
37912,435 phil. 83
37912,g.r. no. 159887
37912,366 phil. 646
37912,388 phil. 906
37912,g.r. no. 165934
37912,g.r. no. 165156
37913,g.r. no. 65332
37913,g.r. no. 157683
37913,g.r. no. 160421
37913,g.r. no. 70825
37913,g.r. no. 160990
37913,g.r. no. 164823
37913,433 phil. 506
37913,g.r. no. 150000
37913,g.r. no. 156117
37913,g.r. no. 144057
37913,g.r. no. 131501
37914,g.r. no. 108089
37914,g.r. no. 76265
37914,g.r. no. 159876
37914,61 phil. 456
37914,g.r. no. 121182
37914,g.r. no. 157616
37914,g.r. no. 159876
37914,g.r. no. 159876
37914,g.r. no. 159876
37914,g.r. no. 159876
37914,g.r. no. 159876
37914,g.r. no. 159876
37914,g.r. no. 135294
37914,g.r. no. 144784
37914,g.r. no. 122166
37914,g.r. no. 69983
37914,g.r. no. 159876
37914,g.r. no. 140358
37915,g.r. no. 122363
37915,g.r. no. 140973
37915,g.r. no. 78214
37915,g.r. no. 146501
37915,g.r. no. 132579
37915,g.r. no. 162780
37915,g.r. no. 144244
37916,g.r. no. 154284
37916,g.r. no. 138031
37916,g.r. no. 140894
37916,g.r. no. 136858
37916,g.r. no. 163022
37917,g.r. no. 147678
37917,g.r. no. 150501
37917,g.r. no. 148804
37917,405 phil. 615
37917,447 phil. 517
37917,g.r. no. 153573
37917,443 phil. 369
37917,g.r. no. 149366
37917,g.r. no. 155415
37918,386 phil. 94
37918,g.r. no. 130421
37918,405 phil. 43
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37919,g.r. no. 127937
37920,g.r. no. 150304
37920,g.r. no. 129505
37921,g.r. no. 107434
37921,g.r. no. 129130
37921,g.r. no. 124043
37921,g.r. no. 133834
37922,g.r. no. 142362
37922,g.r. no. 90314
37922,383 phil. 141
37922,94 phil. 504
37923,g.r. no. 165113
37923,g.r. no. 168557
37923,g.r. no. 170628
37923,g.r. no. 165113
37923,g.r. no. 165113
37923,g.r. no. 168557
37923,g.r. no. 165113
37923,g.r. no. 168557
37923,g.r. no. 170628
37923,g.r. no. 168557
37923,g.r. no. 168557
37923,g.r. no. 170628
37923,g.r. no. 168557
37923,g.r. no. 168557
37923,g.r. no. 168557
37923,g.r. no. 170628
37923,g.r. no. 168557
37923,g.r. no. 170628
37923,g.r. no. 168557
37923,455 phil. 956
37923,g.r. no. 115253
37923,g.r. no. 170628
37923,g.r. no. 114231
37923,g.r. no. 152550
37923,g.r. no. 164797
37923,g.r. no. 138660
37923,g.r. no. 142619
37923,g.r. no. 147394
37923,g.r. no. 159590
37923,g.r. no. 136975
37923,396 phil. 830
37923,g.r. no. 168557
37923,g.r. no. 160531
37923,g.r. no. 140230
37923,g.r. no. 166651
37923,g.r. no. 120082
37925,g.r. no. 158798
37925,g.r. no. 158786
37925,g.r. no. 158786
37925,g.r. no. 158798
37925,g.r. no. 158786
37925,g.r. no. 158798
37925,g.r. no. 158798
37925,g.r. no. 158798
37925,g.r. no. 158798
37925,g.r. no. 158798
37925,g.r. no. 102672
37925,g.r. no. 158786
37925,g.r. no. 169091
37925,g.r. no. 151900
37925,g.r. no. 149634
37925,g.r. no. 139396
37925,g.r. no. 124678
37925,g.r. no. 164302
37925,g.r. no. 149610
37925,g.r. no. 145496
37925,g.r. no. 157371
37925,g.r. no. 140495
37925,g.r. no. 120505
37925,g.r. no. 105775
37925,g.r. no. 123276
37925,g.r. no. 59711
37925,g.r. no. 120505
37925,g.r no. 158798
37925,g.r. no. 147719
37925,g.r. no. 149013
37925,g.r. no. 149629
37925,g.r. no. 143136
37925,g.r. no. 160058
37925,g.r. no. 150437
37925,g.r. no. 158075
37925,g.r. no. 140992
37925,g.r. no. 153664
37925,g.r. no. 142824
37925,g.r. no. 114521
37925,g.r. no. 116128
37925,g.r. no. 105775
37926,g.r. no. 167591
37926,356 phil. 467
37926,370 phil. 625
37926,g.r. no. 163295
37926,g.r. no. 154829
37926,g.r. no. 163776
37926,g.r. no. 105111
37926,g.r. no. 120295
37928,g.r. no. 128425
37928,416 phil. 310
37928,g.r. no. 143341
37928,398 phil. 433
37928,464 phil. 427
37928,358 phil. 141
37928,g.r. no. 159738
37928,387 phil. 250
37928,365 phil. 137
37928,334 phil. 84
37928,381 phil. 90
37928,414 phil. 329
37928,341 phil. 615
37929,459 phil. 330
37929,415 phil. 598
37929,79 phil. 670
37930,448 phil. 246
37930,437 phil. 452
37930,6 mos. 1
37931,g.r. no. 167385
37931,g.r. no. 92859
37931,g.r. no. 166111
37931,360 phil. 670
37931,449 phil. 437
37931,g.r. no. 100749
37931,356 phil. 811
37931,345 phil. 1057
37931,446 phil. 227
37931,g.r. no. 104389
37931,g.r. no. 106370
37932,458 phil. 164
37932,g.r. no. 159590
37932,g.r. no. 140892
37932,g.r. no. 132400
37932,g.r. no. 154060
37932,448 phil. 181
37933,g.r. no. 116695
37933,434 phil. 564
37933,443 phil. 496
37933,405 phil. 752
37933,354 phil. 8
37933,442 phil. 85
37933,482 phil. 310
37933,315 phil. 305
37934,39 sec. 14
37934,141 sec. 9
37934,407 phil. 687
37934,386 phil. 88
37934,458 phil. 76
37934,414 phil. 699
37935,199 phil. 230
37935,140 phil. 604
37935,g.r. no. 151037
37937,g.r. no. 168056
37937,336 phil. 848
37937,g.r. no. 152214
37937,97 phil. 806
37937,68 phil. 328
37937,70 phil. 340
37937,70 phil. 726
37937,g.r. no. 161113
37937,g.r. no. 163935
37937,g.r. no. 155138
37937,g.r. no. 127139
37937,g.r. no. 152895
37938,g.r. no. 153571
37938,g.r. no. 113542
37938,g.r. no. 167638
37938,g.r. no. 152427
37938,g.r. no. 123518
37938,g.r. no. 157634
37938,g.r. no. 152039
37939,g.r. no. 167474
37939,g.r. no. 144197
37939,g.r. no. 165677
37940,364 phil. 934
37940,1 s. 2001
37940,102 phil. 1046
37940,364 phil. 934
37940,g.r. no. 159966
37940,g.r. no. 125329
37940,326 phil. 74
37941,g.r. no. 140150
37941,g.r. no. 139135
37942,g.r. no. 109849
37942,g.r. no. 149750
37942,g.r. no. 149295
37942,95 phil. 202
37943,g.r. no. 165491
37943,g.r. no. 159971
37943,g.r. no. 148571
37943,430 phil. 797
37943,g.r. no. 142527
37943,g.r. no. 155618
37943,g.r. no. 127311
37943,g.r. no. 126298
37943,g.r. no. 157957
37944,g.r. no. 150798
37944,g.r. no. 128954
37945,220 phil. 533
37945,193 phil. 560
37945,138 phil. 761
37945,203 phil. 563
37945,130 phil. 166
37945,g.r. no. 160709
37945,g.r. no. 152134
37945,432 phil. 913
37945,151 phil. 549
37945,g.r. no. 119995
37946,358 phil. 773
37947,g.r. no. 158236
37947,g.r. no. 151912
37948,94 phil. 623
37948,g.r. no. 86237
37948,g.r. no. 109672
37948,g.r. no. 83498
37948,g.r. no. 52823
37949,g.r. no. 153827
37949,g.r. no. 154188
37949,g.r. no. 97412
37950,g.r. no. 136062
37950,g.r. no. 162780
37950,g.r. no. 142958
37951,g.r. no. 151922
37951,g.r. no. 157616
37952,g.r no. 146531
37952,g.r. no. 143870
37952,373 phil. 46
37952,353 phil. 494
37952,g.r. no. 130319
37952,g.r. no. 165125
37952,g.r. no. 164865
37952,356 phil. 787
37952,g.r. no. 141426
37952,g.r. no. 140619
37952,430 phil. 101
37952,g.r. no. 131445
37953,g.r. no. 129104
37953,g.r. no. 130866
37953,g.r. no. 68619
37953,g.r. no. 158620
37954,g.r. no. 149875
37954,g.r. no. 146937
37954,g.r. no. 148727
37954,g.r. no. 152531
37955,g.r. no. 144225
37955,g.r. no. 118203
37955,g.r. no. 142411
37956,386 phil. 9
37956,g.r. no. 128033
37956,407 phil. 826
37956,384 phil. 206
37956,377 phil. 445
37956,403 phil. 546
37956,342 phil. 38
37956,g.r. no. 155108
37956,406 phil. 318
37956,390 phil. 1176
37956,g.r. no. 118335
37956,g.r. no. 152481
37957,g.r. no. 155320
37957,437 phil. 684
37957,g.r. no. 166116
37957,453 phil. 158
37957,g.r. no. 163089
37957,429 phil. 620
37957,g.r. no. 83589
37958,g.r. no. 137882
37958,g.r. no. 140284
37958,351 phil. 48
37958,g.r. no. 140189
37958,g.r. no. 167462
37958,g.r. no. 84302
37958,g.r. no. 110388
37958,g.r. no. 83433
37958,g.r. no. 158758
37958,g.r. no. 158232
37958,g.r. no. 148410
37958,g.r. no. 150591
37958,g.r. no. 167136
37958,g.r. no. 149349
37958,337 phil. 728
37958,g.r. no. 154308
37958,g.r. no. 84193
37958,g.r. no. 140495
37959,338 phil. 262
37959,g.r. no. 134462
37959,394 phil. 22
37959,g.r. no. 78576
37959,218 phil. 492
37959,g.r. no. 95818
37959,g.r. no. 97637
37959,g.r. no. 159124
37960,g.r. no. 174277
37960,g.r. no. 171447
37960,g.r. no. 166895
37960,g.r. no. 168628
37960,g.r. no. 174280
37961,g.r. no. 166876
37961,g.r. no. 141538
37961,g.r. no. 154278
37962,g.r. no. 167693
37962,g.r. no. 147678
37962,201 phil. 311
37962,377 phil. 750
37962,450 phil. 651
37962,460 phil. 409
37962,g.r. no. 130493
37962,g.r. no. 167147
37962,436 phil. 719
37962,g.r. no. 168649
37963,g.r. no. 137281
37963,225 phil. 198
37963,225 phil. 242
37963,342 phil. 124
37963,448 phil. 78
37963,451 phil. 117
37964,417 phil. 506
37964,g.r. no. 165073
37964,g.r. no. 151280
37964,g.r. no. 142675
37964,395 phil. 1
37964,414 phil. 874
37964,364 phil. 259
37964,55 phil. 485
37964,g.r. no. 163400
37964,324 phil. 151
37965,462 phil. 209
37965,g.r. no. 148716
37965,g.r. no. 140736
37965,441 phil. 348
37965,419 phil. 105
37965,g.r. no. 171271
37966,g.r. no. 164876
37966,g.r. no. 164876
37966,458 phil. 375
37966,333 phil. 582
37966,g.r. no. 157882
37966,g.r. no. 127198
37966,g.r. no. 150936
37966,g.r. no. 143276
37966,464 phil. 83
37966,g.r. no. 97412
37966,443 phil. 603
37966,433 phil. 106
37966,g.r. no. 160334
37966,g.r. no. 83139
37966,g.r. no. 146918
37966,455 phil. 761
37967,g.r. no. 132767
37967,g.r. no. 143276
37967,g.r. no. 164876
37967,g.r. no. 140160
37968,g.r. no. 101837
37968,g.r. no. 110436
37968,419 phil. 544
37968,426 phil. 490
37968,g.r. no. 114332
37968,g.r. no. 110436
37968,g.r. no. 109976
37968,411 phil. 276
37969,g.r. no. 160854
37969,g.r. no. 141464
37969,g.r. no. 129449
37969,g.r. no. 168052
37969,g.r. no. 162839
37969,g.r. no. 153832
37969,g.r. no. 116572
37969,g.r. no. 152427
37969,g.r. no. 156292
37969,g.r. no. 166550
37970,g.r. no. 155012
37970,g.r. no. 155138
37971,465 phil. 127
37971,466 phil. 324
37971,456 phil. 581
37972,g.r. no. 101837
37972,g.r. no. 150869
37972,384 phil. 776
37972,g.r. no. 171465
37972,g.r. no. 154239
37972,g.r. no. 172070
37972,401 phil. 752
37972,g.r. no. 162416
37972,455 phil. 999
37972,g.r. no. 171465
37972,g.r. no. 164317
37972,g.r. no. 156055
37973,425 phil. 651
37973,403 phil. 31
37973,395 phil. 538
37974,g.r. no. 152359
37974,359 phil. 820
37975,g.r. no. 97921
37975,433 phil. 667
37975,433 phil. 797
37975,346 phil. 596
37975,g.r. no. 170474
37975,g.r. no. 141599
37975,454 phil. 256
37975,427 phil. 633
37975,337 phil. 190
37975,416 phil. 365
37975,371 phil. 563
37975,g.r. no. 130488
37975,424 phil. 829
37975,424 phil. 158
37975,g.r. no. 170566
37975,389 phil. 532
37975,g.r. no. 34386
37975,418 phil. 354
37976,354 phil. 698
37976,431 phil. 413
37976,389 phil. 677
37976,405 phil. 752
37976,341 phil. 62
37977,g.r. no. 154499
37977,g.r. no. 154499
37978,158 phil. 935
37978,360 phil. 843
37978,g.r. no. 29759
37978,g.r. no. 159571
37978,g.r. no. 42108
37978,g.r. no. 84888
37979,g.r. no. 146397
37979,g.r. no. 149674
37979,g.r. no. 123646
37979,g.r. no. 146621
37980,396 phil. 150
37981,g.r. no. 156117
37981,g.r. no. 164823
37981,g.r. no. 31688
37981,401 phil. 274
37981,402 phil. 498
37982,376 phil. 466
37982,468 phil. 14
37982,g.r. no. 139301
37982,327 phil. 387
37982,417 phil. 342
37982,373 phil. 600
37982,g.r. no. 88017
37982,424 phil. 263
37982,g.r. no. 86218
37982,398 phil. 86
37982,g.r. no. 88709
37983,g.r. no. 161135
37983,g.r. no. 129928
37983,g.r. no. 152526
37983,g.r. no. 119088
37984,g.r. no. 166873
37984,g.r. no. 168069
37984,g.r. no. 168543
37984,g.r. no. 154159
37984,g.r. no. 93849
37984,61 phil. 332
37984,g.r. no. 97412
37985,g.r. no. 130994
37985,g.r. no. 117355
37985,g.r. no. 147748
37985,770 supp. 248
37985,379 phil. 386
37986,g.r. no. 113216
37986,g.r. no. 129764
37986,g.r. no. 149695
37987,427 phil. 532
37987,388 phil. 587
37987,g.r. no. 156800
37987,456 phil. 273
37987,g.r. no. 152833
37987,382 phil. 825
37987,g.r. no. 154674
37987,g.r. no. 162805
37987,g.r. no. 131719
37987,g.r. no. 156253
37987,g.r. no. 163683
37988,g.r. no. 93023
37988,103 phil. 391
37988,g.r. no. 20574
37988,g.r. no. 16782
37989,g.r. no. 93707
37989,g.r. no. 135287
37989,344 phil. 792
37989,457 phil. 314
37989,393 phil. 304
37989,320 phil. 53
37989,337 phil. 555
37990,311 phil. 182
37990,g.r. no. 167492
37991,g.r. no. 128305
37991,g.r. no. 154994
37991,g.r. no. 142612
37992,356 phil. 811
37992,g.r. no. 78085
37992,440 phil. 906
37992,g.r. no. 156810
37992,322 phil. 352
37992,g.r. no. 106370
37993,g.r. no. 132390
37993,g.r. no. 148196
37993,28 phil. 147
37993,g.r. no. 88013
37993,g.r. no. 97412
37993,127 phil. 399
37993,123 phil. 256
37993,g.r. no. 50459
37993,g.r. no. 149454
37993,461 phil. 277
37993,373 phil. 544
37994,431 phil. 379
37995,218 phil. 754
37995,g.r. no. 156804
37995,g.r. no. 140946
37995,g.r. no. 152950
37995,397 phil. 892
37995,148 phil. 794
37995,416 phil. 759
37995,110 phil. 751
37995,g.r. no. 89561
37995,70 phil. 141
37996,g.r. no. 108936
37996,430 phil. 882
37996,g.r. no. 148542
37996,g.r. no. 131673
37996,g.r. no. 151438
37996,g.r. no. 96490
37996,g.r. no. 85416
37996,369 phil. 666
37996,g.r. no. 153886
37996,416 phil. 774
37996,g.r. no. 113907
37996,g.r. no. 147614
37996,226 phil. 199
37996,325 phil. 145
37996,354 phil. 491
37996,g.r. no. 149434
37996,g.r. no. 155059
37996,g.r. no. 157845
37996,344 phil. 384
37996,347 phil. 277
37998,g.r. no. 158971
37999,g.r. no. 147678
37999,444 phil. 385
37999,g.r. no. 161291
37999,g.r. no. 171087
38000,g.r. no. 147678
38000,g.r. no. 169077
38000,g.r. no. 117576
38000,437 phil. 260
38000,g.r. no. 89732
38000,g.r. no. 99869
38000,g.r. no. 146696
38000,g.r. no. 130665
38000,g.r. no. 93752
38000,g.r. no. 136031
38000,g.r. no. 128387
38000,g.r. no. 140634
38000,g.r. no. 132239
38003,123 phil. 968
38003,g.r. no. 161656
38003,g.r. no. 127967
38003,g.r. no. 107075
38003,g.r. no. 116111
38003,117 phil. 367
38004,g.r. no. 147678
38004,g.r. no. 92706
38004,g.r. no. 89762
38004,g.r. no. 68997
38006,453 phil. 459
38006,374 phil. 35
38006,330 phil. 352
38006,333 phil. 508
38007,442 phil. 667
38007,419 phil. 494
38007,g.r. no. 134773
38007,466 phil. 873
38007,380 phil. 164
38007,g.r. no. 141128
38008,g.r. no. 130866
38008,g.r. no. 144899
38008,g.r. no. 146225
38008,g.r. no. 78350
38009,g.r. no. 152514
38009,g.r. no. 160391
38009,461 phil. 720
38009,g.r. no. 159556
38009,357 phil. 511
38009,g.r. no. 142506
38009,g.r. no. 168664
38009,g.r. no. 146202
38009,g.r. no. 151966
38010,458 phil. 49
38010,g.r. no. 147678
38010,347 phil. 723
38010,g.r. no. 145566
38010,427 phil. 82
38010,24 phil. 329
38010,g.r. no. 85215
38010,g.r. no. 151286
38010,385 phil. 73
38010,8 phil. 677
38010,439 phil. 212
38010,321 phil. 1028
38010,436 phil. 434
38010,456 phil. 98
38010,27 phil. 506
38010,456 phil. 98
38010,4 phil. 433
38010,33 phil. 653
38010,7 phil. 281
38010,g.r. no. 150224
38010,197 phil. 210
38011,g.r. no. 134633
38011,g.r. no. 123070
38011,134 phil. 38
38011,412 phil. 137
38011,g.r. no. 158904
38011,g.r. no. 149366
38011,g.r. no. 171017
38011,457 phil. 411
38011,g.r. no. 109131
38011,386 phil. 310
38011,g.r. no. 101797
38011,372 phil. 93
38011,443 phil. 67
38012,g.r. no. 141855
38012,g.r. no. 144225
38012,g.r. no. 126437
38012,g.r. no. 131679
38012,g.r. no. 132803
38012,g.r. no. 67279
38012,g.r. no. 135527
38012,g.r. no. 123935
38013,g.r. no. 146630
38014,324 phil. 813
38014,g.r. no. 77459
38014,337 phil. 217
38014,432 phil. 775
38014,g.r. no. 78050
38014,383 phil. 671
38014,327 phil. 965
38014,441 phil. 156
38014,397 phil. 707
38014,93 phil. 257
38014,74 phil. 15
38014,95 phil. 453
38014,94 phil. 26
38014,101 phil. 1205
38014,455 phil. 944
38014,462 phil. 751
38014,g.r. no. 164801
38014,g.r. no. 161833
38014,g.r. no. 141715
38015,g.r. no. 144215
38015,g.r. no. 146747
38015,424 phil. 811
38015,g.r. no. 126074
38015,g.r. no. 144474
38015,429 phil. 727
38015,g.r. no. 97412
38015,g.r. no. 118692
38015,451 phil. 563
38016,125 phil. 513
38016,43 phil. 304
38016,317 phil. 758
38016,g.r. no. 172074
38016,g.r. no. 172074
38017,358 phil. 397
38017,381 phil. 403
38017,g.r. no. 159482
38018,380 phil. 678
38018,g.r. no. 128686
38018,g.r. no. 167462
38018,g.r. no. 144786
38018,g.r. no. 114333
38018,337 phil. 667
38018,446 phil. 404
38019,g.r. no. 161298
38019,404 phil. 981
38019,332 phil. 10
38019,g.r. no. 152392
38019,g.r. no. 150865
38019,g.r. no. 147989
38019,327 phil. 780
38020,g.r. no. 161973
38022,444 phil. 674
38023,g.r. no. 70552
38023,g.r. no. 157010
38023,331 phil. 278
38023,g.r. no. 147427
38023,386 phil. 669
38023,387 phil. 250
38023,g.r. no. 100749
38023,g.r. no. 82703
38023,353 phil. 419
38023,226 phil. 20
38023,69 phil. 1113
38023,422 phil. 723
38023,371 phil. 192
38023,384 phil. 271
38023,331 phil. 838
38023,g.r. no. 78345
38023,g.r. no. 141717
38023,414 phil. 329
38023,441 phil. 849
38023,438 phil. 737
38023,g.r. no. 158693
38023,g.r. no. 149011
38025,380 phil. 416
38025,g.r. no. 71137
38025,g.r. no. 104216
38025,g.r. no. 157783
38025,g.r. no. 85670
38025,g.r. no. 124540
38026,g.r. no. 147995
38026,g.r. no. 155236
38026,g.r. no. 139868
38026,g.r. no. 128686
38026,g.r. no. 141241
38026,401 phil. 604
38026,g.r. no. 142464
38026,g.r. no. 148456
38026,g.r. no. 94457
38027,g.r. no. 153951
38027,229 phil. 536
38027,g.r. no. 25660
38027,424 phil. 757
38027,g.r. no. 34080
38028,g.r. no. 148880
38028,g.r. no. 147678
38028,g.r. no. 149152
38028,g.r. no. 159058
38028,g.r. no. 159261
38028,g.r. no. 130605
38028,g.r. no. 127841
38028,467 phil. 709
38028,g.r. no. 172966
38028,467 phil. 432
38028,g.r. no. 129875
38028,g.r. no. 168827
38029,g.r. no. 143929
38030,g.r. no. 129904
38030,g.r. no. 132816
38030,g.r. no. 149148
38030,g.r. no. 130319
38031,g.r. no. 138381
38031,g.r. no. 169973
38031,g.r. no. 113412
38031,g.r. no. 152072
38032,g.r. no. 167693
38032,g.r. no. 147678
38032,444 phil. 143
38032,g.r. no. 44773
38032,324 phil. 443
38032,g.r. no. 126025
38032,459 phil. 933
38032,455 phil. 876
38032,348 phil. 341
38032,g.r. no. 96441
38032,440 phil. 602
38032,323 phil. 412
38032,g.r. no. 142899
38032,432 phil. 666
38032,g.r. no. 170236
38032,g.r. no. 173050
38033,347 phil. 122
38033,g.r. no. 167760
38033,g.r. no. 53515
38034,g.r. no. 147570
38034,111 phil. 952
38034,382 phil. 412
38034,357 phil. 966
38034,312 phil. 100
38034,376 phil. 801
38034,26 phil. 409
38034,g.r. no. 158166
38035,g.r. no. 175181
38035,g.r. no. 175354
38035,g.r. no. 175181
38035,g.r. no. 175181
38035,g.r. no. 175354
38035,g.r. no. 104528
38035,g.r. no. 122801
38035,g.r. no. 116111
38035,g.r. no. 131679
38035,g.r. no. 147788
38035,g.r. no. 165675
38035,g.r. no. 131683
38035,g.r. no. 107002
38036,360 phil. 133
38036,g.r. no. 162994
38036,g.r. no. 155856
38036,g.r. no. 138980
38036,823 so. 2
38037,g.r. no. 146459
38037,g.r. no. 151035
38037,396 phil. 87
38039,439 phil. 13
38039,g.r. no. 163663
38040,g.r. no. 153031
38041,g.r. no. 159357
38041,358 phil. 380
38041,g.r. no. 132524
38041,g.r. no. 164772
38041,g.r. no. 119811
38042,23 phil. 584
38042,g.r. no. 59879
38042,g.r. no. 43179
38043,g.r. no. 141176
38043,g.r. no. 132165
38043,g.r. no. 156804
38043,351 phil. 868
38043,g.r. no. 141137
38044,g.r. no. 167693
38044,g.r. no. 147678
38044,456 phil. 944
38044,g.r. no. 142431
38045,g.r. no. 140945
38045,g.r. no. 164041
38045,g.r. no. 156021
38045,357 phil. 536
38045,g.r. no. 164041
38045,g.r. no. 78328
38045,37 phil. 921
38045,69 phil. 186
38046,g.r. no. 81006
38046,g.r. no. 81006
38046,450 phil. 77
38046,379 phil. 277
38046,398 phil. 86
38047,g.r. no. 147678
38047,436 phil. 719
38047,463 phil. 767
38047,432 phil. 666
38047,g.r. no. 143002
38047,414 phil. 637
38047,376 phil. 424
38047,377 phil. 776
38047,444 phil. 143
38047,439 phil. 440
38047,467 phil. 852
38047,g.r. no. 148716
38047,444 phil. 778
38049,g.r. no. 147678
38049,g.r. no. 167693
38049,g.r. no. 131151
38049,g.r. no. 138923
38049,g.r. no. 104497
38049,g.r. no. 145803
38049,g.r. no. 109140
38049,g.r. no. 139456
38049,g.r. no. 117576
38049,g.r. no. 115367
38049,g.r. no. 142728
38049,g.r. no. 144551
38049,g.r. no. 141599
38049,g.r. no. 137280
38049,g.r. no. 136299
38049,g.r. no. 124392
38049,g.r. no. 138874
38050,g.r. no. 146559
38050,g.r. no. 139607
38050,g.r. no. 139303
38051,g.r. no. 154993
38051,g.r. no. 97203
38052,434 phil. 547
38053,g.r. no. 153866
38053,g.r. no. 150154
38053,g.r. no. 129130
38053,g.r. no. 165523
38053,g.r. no. 52306
38053,g.r. no. 66653
38053,g.r. no. 59315
38053,g.r. no. 103915
38053,g.r. no. 117982
38053,g.r. no. 134587
38054,g.r. no. 147678
38054,g.r. no. 144405
38054,441 phil. 818
38054,g.r. no. 118912
38054,g.r. no. 114385
38054,g.r. no. 134938
38054,g.r. no. 99869
38054,453 phil. 221
38054,g.r. no. 171017
38056,351 phil. 664
38056,381 phil. 41
38056,327 phil. 364
38056,g.r. no. 97412
38057,343 phil. 593
38057,g.r. no. 145995
38057,421 phil. 963
38057,g.r. no. 148804
38057,379 phil. 493
38057,g.r. no. 169077
38057,416 phil. 102
38057,g.r. no. 170566
38058,g.r. no. 159024
38059,g.r. no. 123340
38059,g.r. no. 140436
38059,g.r. no. 136096
38059,g.r. no. 143574
38060,457 phil. 363
38060,447 phil. 457
38061,g.r. no. 101771
38061,g.r. no. 113412
38061,g.r. no. 107569
38061,g.r. no. 148753
38061,g.r. no. 131622
38061,g.r. no. 125944
38062,g.r. no. 159747
38062,324 phil. 568
38063,465 phil. 299
38063,415 phil. 348
38063,338 phil. 837
38064,g.r. no. 147678
38064,g.r. no. 173309
38064,g.r. no. 171017
38064,g.r. no. 163217
38064,g.r. no. 149259
38064,g.r. no. 143487
38064,g.r. no. 137281
38064,g.r. no. 140227
38064,333 phil. 20
38064,g.r. no. 153875
38064,g.r. no. 163351
38064,g.r. no. 139456
38065,g.r. no. 155650
38065,g.r. no. 133250
38065,g.r. no. 92013
38066,g.r. no. 133132
38066,g.r. no. 142801
38066,g.r. no. 112745
38066,g.r. no. 114323
38066,g.r. no. 96739
38067,411 phil. 532
38067,458 phil. 626
38068,388 phil. 691
38068,455 phil. 411
38068,433 phil. 470
38068,g.r. no. 86083
38069,g.r. no. 116526
38069,g.r. no. 137707
38069,g.r. no. 128310
38070,g.r. no. 147678
38070,g.r. no. 133027
38070,405 phil. 472
38070,g.r. no. 88515
38070,328 phil. 505
38071,227 phil. 213
38071,g.r. no. 34285
38071,g.r. no. 88919
38071,g.r. no. 171465
38071,g.r. no. 167973
38072,382 phil. 131
38072,24 phil. 220
38073,g.r. no. 131653
38073,g.r. no. 90030
38073,g.r. no. 148410
38073,443 phil. 878
38073,g.r. no. 96969
38073,g.r. no. 165476
38074,g.r. no. 136351
38074,g.r. no. 121494
38074,g.r. no. 160479
38074,g.r. no. 136365
38075,227 phil. 606
38075,363 phil. 460
38075,332 phil. 820
38075,400 phil. 395
38075,349 phil. 1004
38075,g.r. no. 141524
38075,g.r. no. 158717
38075,g.r. no. 136477
38076,g.r. no. 137785
38076,g.r. no. 137785
38076,g.r. no. 137785
38076,394 phil. 76
38076,g.r. no. 89980
38076,g.r. no. 160890
38077,g.r. no. 81954
38077,g.r. no. 84301
38077,132 phil. 467
38077,g.r. no. 87211
38077,g.r. no. 133132
38077,g.r. no 161113
38078,g.r. no. 163756
38078,g.r. no. 141952
38078,g.r. no. 106270
